80.923694779,70.573770492,62.751004016,99.918032787,36.345381526,99.918032787,16.064257028,71.147540984,46.485943775,25.409836066,1,0 
76.086956522,76.562500000,61.684782609,99.776785714,38.858695652,99.776785714,18.478260870,77.901785714,48.913043478,34.821428571,1,0 
80.357142857,68.346007605,67.023809524,99.904942966,46.547619048,99.904942966,24.047619048,68.060836502,50.595238095,33.840304183,1,0 
78.042328042,72.983870968,60.052910053,99.798387097,42.328042328,99.798387097,28.571428571,72.379032258,51.322751323,31.854838710,1,0 
74.107142857,70.814479638,55.357142857,99.886877828,34.375000000,99.886877828,24.851190476,75.565610860,42.857142857,29.638009050,1,0 
80.000000000,81.790123457,59.636363636,99.691358025,47.636363636,99.691358025,26.909090909,72.839506173,51.636363636,40.740740741,1,0 
75.475285171,71.794871795,58.174904943,99.857549858,41.064638783,99.857549858,26.806083650,69.800569801,49.049429658,31.623931624,1,0 
74.318181818,69.525547445,60.000000000,99.817518248,46.363636364,99.817518248,35.000000000,66.970802920,47.045454545,37.226277372,1,0 
79.277566540,74.517684887,63.307984791,99.919614148,45.152091255,99.919614148,26.520912548,69.212218650,50.380228137,31.832797428,1,0 
84.138972810,71.315789474,57.250755287,99.868421053,38.821752266,99.868421053,19.335347432,71.447368421,48.640483384,35.789473684,1,0 
82.543103448,74.315068493,59.698275862,99.828767123,44.827586207,99.828767123,30.172413793,76.369863014,56.681034483,37.671232877,1,0 
76.114649682,73.165137615,58.598726115,99.770642202,46.496815287,99.770642202,27.070063694,71.788990826,50.318471338,31.422018349,1,0 
74.742268041,70.955882353,54.381443299,99.816176471,42.525773196,99.816176471,27.577319588,70.404411765,46.391752577,31.433823529,1,0 
79.411764706,69.254658385,61.397058824,99.689440994,46.323529412,99.689440994,30.514705882,72.360248447,52.941176471,38.509316770,1,0 
76.305220884,73.376623377,64.257028112,99.675324675,44.176706827,99.675324675,30.120481928,82.142857143,57.429718876,31.168831169,1,0 
76.857142857,68.565400844,58.142857143,99.894514768,43.428571429,99.894514768,25.285714286,72.995780591,44.142857143,35.864978903,1,0 
76.963350785,78.270042194,55.497382199,99.789029536,36.910994764,99.789029536,29.319371728,80.168776371,49.214659686,37.974683544,1,0 
78.025477707,73.753280840,63.057324841,99.737532808,47.133757962,99.737532808,30.573248408,62.992125984,48.407643312,32.808398950,1,0 
69.672131148,68.807339450,54.644808743,99.770642202,38.251366120,99.770642202,25.409836066,74.770642202,49.726775956,31.651376147,1,0 
72.274143302,79.357798165,63.551401869,99.770642202,45.794392523,99.770642202,23.987538941,75.458715596,52.647975078,28.669724771,1,0 
73.289902280,71.111111111,57.654723127,99.753086420,42.345276873,99.753086420,28.013029316,66.666666667,47.231270358,32.839506173,1,0 
72.727272727,75.847457627,64.204545455,99.576271186,56.250000000,99.576271186,36.363636364,74.576271186,54.545454545,34.322033898,1,0 
81.962025316,74.168797954,56.012658228,99.744245524,35.443037975,99.744245524,23.417721519,59.590792839,53.164556962,30.690537084,1,0 
84.615384615,69.444444444,54.461538462,99.747474747,34.153846154,99.747474747,24.307692308,72.222222222,58.461538462,35.353535354,1,0 
71.649484536,78.048780488,57.216494845,99.593495935,47.938144330,99.593495935,37.628865979,78.048780488,53.608247423,41.869918699,1,0 
79.910714286,70.638629283,56.584821429,99.922118380,38.950892857,99.922118380,27.455357143,70.638629283,55.468750000,29.127725857,1,0 
77.337110482,67.773437500,58.923512748,99.804687500,44.759206799,99.804687500,26.912181303,73.437500000,50.708215297,29.492187500,1,0 
76.737967914,75.000000000,60.695187166,99.788135593,41.443850267,99.788135593,21.122994652,75.423728814,49.465240642,30.084745763,1,0 
81.134969325,59.569377990,53.834355828,99.880382775,36.196319018,99.880382775,26.226993865,70.095693780,53.527607362,33.612440191,1,0 
76.168224299,75.000000000,61.915887850,99.809160305,46.261682243,99.809160305,27.336448598,76.717557252,50.700934579,38.740458015,1,0 
71.755725191,68.713450292,61.068702290,99.707602339,45.801526718,99.707602339,30.916030534,71.929824561,48.473282443,37.719298246,1,0 
78.602620087,63.667820069,58.951965066,99.653979239,41.921397380,99.653979239,24.454148472,77.508650519,55.021834061,38.754325260,1,0 
86.575342466,67.362924282,67.123287671,99.738903394,39.178082192,99.738903394,24.109589041,65.796344648,52.328767123,13.838120104,1,0 
85.867237687,59.509202454,74.518201285,99.795501022,47.323340471,99.795501022,21.413276231,57.668711656,48.179871520,11.860940695,1,0 
72.533849130,68.552036199,64.990328820,99.773755656,43.713733075,99.773755656,26.692456480,65.837104072,42.746615087,16.742081448,1,0 
87.246376812,51.662971175,70.144927536,99.778270510,40.000000000,99.778270510,31.304347826,59.645232816,68.115942029,10.199556541,1,0 
81.407035176,41.421568627,65.326633166,99.754901961,36.683417085,99.754901961,23.366834171,75.000000000,61.809045226,14.460784314,1,0 
82.200647249,66.406250000,60.194174757,99.739583333,40.453074434,99.739583333,31.067961165,71.093750000,63.106796117,15.625000000,1,0 
78.461538462,68.926553672,64.000000000,99.717514124,41.538461538,99.717514124,37.538461538,76.271186441,69.230769231,31.073446328,1,0 
