78.520286396,67.294117647,61.813842482,99.764705882,46.539379475,99.764705882,31.742243437,68.000000000,51.551312649,16.941176471,1,0 
82.026143791,68.888888889,56.535947712,99.682539683,28.758169935,99.682539683,22.875816993,67.619047619,55.555555556,15.555555556,1,0 
87.459807074,68.055555556,58.520900322,99.768518519,30.225080386,99.768518519,23.472668810,66.666666667,51.768488746,15.046296296,1,0 
83.870967742,61.046511628,73.118279570,99.709302326,37.992831541,99.709302326,20.071684588,64.825581395,52.329749104,19.476744186,1,0 
81.995133820,67.282321900,63.990267640,99.736147757,31.143552311,99.736147757,25.060827251,68.337730871,57.177615572,12.928759894,1,0 
85.410334347,73.584905660,78.419452888,99.764150943,42.857142857,99.764150943,15.501519757,66.745283019,45.288753799,12.028301887,1,0 
83.689839572,63.559322034,70.053475936,99.717514124,45.989304813,99.717514124,32.620320856,59.887005650,53.208556150,10.734463277,1,0 
87.004405286,70.342771982,76.211453744,99.925484352,37.224669604,99.925484352,9.361233480,68.032786885,45.814977974,9.239940387,1,0 
76.891615542,64.251207729,62.985685072,99.758454106,42.944785276,99.758454106,28.425357873,60.386473430,49.284253579,16.183574879,1,0 
72.939560440,73.286290323,63.598901099,99.899193548,29.120879121,99.899193548,28.434065934,73.588709677,47.390109890,19.657258065,0,1 
70.560747664,55.750798722,62.850467290,99.840255591,30.841121495,99.840255591,30.373831776,63.897763578,45.794392523,21.405750799,0,1 
76.851851852,61.925287356,69.074074074,99.856321839,31.666666667,99.856321839,25.000000000,64.224137931,50.000000000,13.936781609,0,1 
68.047337278,64.208242950,67.899408284,99.891540130,36.094674556,99.891540130,31.508875740,49.566160521,44.526627219,18.004338395,0,1 
73.003802281,76.539589443,71.482889734,99.706744868,41.064638783,99.706744868,28.517110266,61.876832845,48.669201521,28.739002933,0,1 
69.629629630,69.268292683,66.666666667,99.512195122,48.888888889,99.512195122,43.703703704,74.634146341,54.074074074,35.609756098,0,1 
65.771812081,67.487684729,62.416107383,99.507389163,46.308724832,99.507389163,42.953020134,69.950738916,55.033557047,38.423645320,0,1 
72.850678733,73.021582734,70.588235294,99.640287770,38.914027149,99.640287770,33.936651584,75.899280576,54.298642534,26.978417266,0,1 
71.482889734,75.362318841,69.581749049,99.710144928,36.501901141,99.710144928,30.798479087,65.507246377,52.091254753,24.637681159,0,1 
70.063694268,64.858490566,64.331210191,99.764150943,35.668789809,99.764150943,33.121019108,62.264150943,47.770700637,29.481132075,0,1 
72.535211268,71.065989848,68.309859155,99.746192893,34.507042254,99.746192893,32.042253521,75.634517766,47.887323944,29.695431472,0,1 
72.955974843,62.826603325,64.465408805,99.881235154,33.490566038,99.881235154,29.874213836,63.420427553,49.213836478,27.672209026,0,1 
70.198675497,77.232142857,66.887417219,99.553571429,41.059602649,99.553571429,39.735099338,83.035714286,55.629139073,34.375000000,0,1 
67.340067340,61.212814645,63.973063973,99.885583524,31.818181818,99.885583524,29.461279461,54.576659039,44.949494949,23.798627002,0,1 
70.621468927,71.259842520,68.361581921,99.606299213,43.502824859,99.606299213,39.548022599,68.110236220,55.367231638,29.527559055,0,1 
73.184357542,81.174089069,68.994413408,99.797570850,34.357541899,99.797570850,32.681564246,64.777327935,46.089385475,28.947368421,0,1 
72.916666667,64.925373134,68.750000000,99.253731343,51.041666667,99.253731343,46.875000000,74.626865672,60.416666667,40.298507463,0,1 
66.141732283,72.282608696,61.811023622,99.864130435,38.779527559,99.864130435,38.582677165,95.516304348,49.015748031,31.793478261,0,1 
64.386792453,95.802919708,63.915094340,99.817518248,40.094339623,99.817518248,33.018867925,51.459854015,46.462264151,29.744525547,0,1 
64.516129032,60.700389105,60.215053763,99.805447471,38.709677419,99.805447471,37.634408602,71.206225681,50.000000000,40.661478599,0,1 
63.207547170,88.378766141,58.679245283,99.856527977,39.056603774,99.856527977,35.660377358,63.127690100,50.754716981,30.416068867,0,1 
66.435185185,68.313953488,63.425925926,99.854651163,34.259259259,99.854651163,33.564814815,48.110465116,46.296296296,33.720930233,0,1 
65.299684543,99.793814433,65.299684543,99.793814433,39.747634069,99.793814433,37.539432177,79.587628866,52.996845426,33.195876289,0,1 
67.692307692,71.611721612,64.871794872,99.816849817,39.743589744,99.816849817,37.948717949,46.886446886,46.410256410,32.417582418,0,1 
61.974789916,71.695402299,57.142857143,99.856321839,36.974789916,99.856321839,36.974789916,99.856321839,47.268907563,34.913793103,0,1 
67.553191489,99.805447471,67.553191489,99.805447471,42.287234043,99.805447471,33.244680851,73.929961089,52.925531915,35.019455253,0,1 
67.088607595,71.451104101,63.080168776,99.842271293,39.451476793,99.842271293,33.544303797,63.722397476,51.054852321,31.388012618,0,1 
68.951612903,77.869986169,59.879032258,99.861687414,34.879032258,99.861687414,34.879032258,99.861687414,51.008064516,28.907330567,0,1 
67.320261438,56.101426307,61.002178649,99.841521395,35.729847495,99.841521395,35.729847495,99.841521395,53.812636166,32.646592710,0,1 
65.022935780,89.723926380,63.646788991,99.923312883,34.403669725,99.923312883,33.371559633,60.659509202,50.000000000,30.598159509,0,1 
70.731707317,69.675090253,66.341463415,99.638989170,46.341463415,99.638989170,42.926829268,67.870036101,57.560975610,42.238267148,0,1 
62.980769231,61.337868481,58.173076923,99.886621315,37.500000000,99.886621315,28.365384615,63.718820862,46.634615385,29.591836735,0,1 
63.592233010,48.986486486,57.281553398,99.831081081,36.650485437,99.831081081,35.679611650,94.256756757,51.213592233,30.067567568,0,1 
61.611374408,57.654723127,59.715639810,99.674267101,43.601895735,99.674267101,38.862559242,56.351791531,50.710900474,34.201954397,0,1 
63.839285714,69.677419355,55.133928571,99.838709677,33.928571429,99.838709677,33.928571429,99.838709677,47.098214286,37.096774194,0,1 
64.871794872,49.647887324,63.589743590,99.823943662,33.589743590,99.823943662,28.974358974,67.781690141,54.358974359,33.978873239,0,1 
63.803680982,62.669683258,60.429447853,99.773755656,37.730061350,99.773755656,36.503067485,86.199095023,48.466257669,37.330316742,0,1 
63.362068966,62.631578947,63.074712644,99.894736842,32.471264368,99.894736842,23.132183908,59.894736842,44.827586207,26.315789474,0,1 
69.016697588,54.589963280,61.038961039,99.877600979,28.385899814,99.877600979,28.385899814,99.877600979,51.948051948,28.641370869,0,1 
66.223908918,92.189500640,65.654648956,99.871959027,34.155597723,99.871959027,29.791271347,67.477592830,53.130929791,34.571062740,0,1 
60.688405797,67.541436464,58.514492754,99.861878453,36.050724638,99.861878453,32.246376812,71.408839779,44.927536232,37.845303867,0,1 
65.816326531,49.642857143,65.561224490,99.821428571,40.306122449,99.821428571,34.693877551,69.107142857,55.612244898,26.250000000,0,1 
62.654320988,99.785407725,62.654320988,99.785407725,40.123456790,99.785407725,38.580246914,55.793991416,46.604938272,32.403433476,0,1 
65.740740741,54.365079365,64.814814815,99.900793651,34.104938272,99.900793651,32.716049383,90.674603175,47.685185185,27.083333333,0,1 
64.671814672,67.574931880,60.617760618,99.863760218,37.258687259,99.863760218,35.521235521,57.356948229,45.945945946,32.425068120,0,1 
67.816091954,99.790356394,67.816091954,99.790356394,32.471264368,99.790356394,32.183908046,92.243186583,47.988505747,27.882599581,0,1 
